2020-03-15;00:54:46;SEND_DATA;TEM-0-O;NONE
2020-03-15;12:52:28;SET_DATA;LUM-0-I;1
2020-03-25;19:45:19;SET_DATA;LUM-0-I;1
2020-03-25;20:08:40;GET_DATA;LUM-0-I;NONE
2020-03-25;20:17:42;SET_DATA;LUM-0-I;1
2020-03-25;20:20:51;GET_DATA;LUM-0-I;NONE
2020-04-05;12:16:14;GET_DATA;LUM-0-O;NONE
2020-04-05;12:19:03;GET_DATA;LUM-0-O;NONE
2020-04-05;12:36:47;GET_DATA;LUM-0-O;NONE
2020-04-05;14:38:07;GET_DATA;LUM-0-I;NONE
